,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0,Team,Playing Time
,Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,Team,MP
20,Dinko Horkaš,hr CRO,GK,25-271,,2,211.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Las-Palmas,3.0
21,Benito Ramírez,es ESP,"DF,MF",29-148,,1,279.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.6,0.7,11.0,11.0,42.0,0.0,0.0,0.0,0.0,0.0,0.05,0.19,0.23,0.05,0.23,Matches,Las-Palmas,10.0
22,Daley Sinkgraven,nl NED,DF,29-155,,1,91.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Matches,Las-Palmas,2.0
23,Marc Cardona,es ESP,FW,29-151,,0,68.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.2,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.22,0.22,0.22,Matches,Las-Palmas,5.0
24,Fabio González,es ESP,MF,27-298,,0,53.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.12,0.12,Matches,Las-Palmas,2.0
25,Pejiño,es ESP,FW,28-130,,0,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.17,0.17,0.17,Matches,Las-Palmas,1.0
26,Aboubacar Bassinga,ci CIV,MF,19-146,,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Las-Palmas,1.0
27,Iván Gil,es ESP,MF,24-323,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Las-Palmas,0.0
28,Álvaro Killane,es ESP,GK,19-358,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Las-Palmas,0.0
29,Valentín Pezzolesi,es ESP,DF,17-234,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Las-Palmas,0.0
30,Víctor Puig,es ESP,GK,25-115,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Las-Palmas,0.0
31,Squad Total,,,27.7,,165,1350.0,15.0,18.0,14.0,32.0,17.0,1.0,1.0,41.0,0.0,14.1,13.4,11.2,24.5,207.0,508.0,501.0,1.2,0.93,2.13,1.13,2.07,0.94,0.74,1.69,0.89,1.64,,Las-Palmas,15.0
32,Opponent Total,,,27.4,,165,1350.0,15.0,24.0,19.0,43.0,21.0,3.0,6.0,35.0,6.0,27.3,22.9,17.9,40.9,298.0,638.0,635.0,1.6,1.27,2.87,1.4,2.67,1.82,1.2,3.01,1.53,2.72,,Las-Palmas,15.0
0,Sergi,es ESP,DF,32-230,15.0,14,1302.0,14.5,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.8,0.8,0.0,0.9,3.0,30.0,1.0,0.07,0.0,0.07,0.07,0.07,0.06,0.0,0.06,0.06,0.06,Matches,Leganes,
1,Juan Cruz,es ESP,"FW,MF",24-225,15.0,11,922.0,10.2,4.0,1.0,5.0,4.0,0.0,0.0,1.0,0.0,1.3,1.3,1.5,2.8,27.0,34.0,59.0,0.39,0.1,0.49,0.39,0.49,0.13,0.14,0.27,0.13,0.27,Matches,Leganes,
2,Seydouba Cissé,gn GUI,MF,23-300,13.0,11,908.0,10.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,0.2,0.4,12.0,47.0,18.0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.04,0.03,0.04,Matches,Leganes,
3,Valentin Rosier,fr FRA,DF,28-109,13.0,10,964.0,10.7,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.2,0.2,0.3,0.5,13.0,16.0,29.0,0.0,0.09,0.09,0.0,0.09,0.02,0.03,0.05,0.02,0.05,Matches,Leganes,
4,Javi Hernández,es ESP,DF,26-218,12.0,10,895.0,9.9,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.9,1.1,17.0,25.0,40.0,0.0,0.1,0.1,0.0,0.1,0.02,0.09,0.11,0.02,0.11,Matches,Leganes,
5,Yvan Neyou,cm CMR,MF,27-338,11.0,10,846.0,9.4,1.0,1.0,2.0,1.0,0.0,0.0,6.0,0.0,0.1,0.1,0.2,0.3,11.0,36.0,9.0,0.11,0.11,0.21,0.11,0.21,0.02,0.02,0.03,0.02,0.03,Matches,Leganes,
6,Miguel,es ESP,FW,25-094,14.0,9,896.0,10.0,1.0,1.0,2.0,0.0,1.0,1.0,3.0,0.0,2.0,1.2,0.6,1.9,12.0,6.0,50.0,0.1,0.1,0.2,0.0,0.1,0.2,0.06,0.27,0.12,0.19,Matches,Leganes,
7,Matija Nastasić,rs SRB,DF,31-253,10.0,9,855.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Leganes,
8,Marko Dmitrović,rs SRB,GK,32-317,9.0,9,810.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Leganes,
9,Renato Tapia,pe PER,"MF,DF",29-131,14.0,9,808.0,9.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.3,0.3,0.1,0.4,9.0,25.0,10.0,0.11,0.0,0.11,0.11,0.11,0.04,0.01,0.04,0.04,0.04,Matches,Leganes,
10,Darko Brašanac,rs SRB,MF,32-298,13.0,8,790.0,8.8,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.2,1.2,3.0,27.0,24.0,0.11,0.23,0.34,0.11,0.34,0.11,0.02,0.14,0.11,0.14,Matches,Leganes,
11,Enric Franquesa,es ESP,"DF,FW",27-284,12.0,7,616.0,6.8,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.3,0.3,0.1,0.4,11.0,12.0,30.0,0.15,0.0,0.15,0.15,0.15,0.04,0.02,0.06,0.04,0.06,Matches,Leganes,
12,Adrià Altimira,es ESP,"DF,FW",23-253,9.0,7,598.0,6.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,12.0,17.0,20.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.02,0.01,0.02,Matches,Leganes,
13,Jorge Sáenz,es ESP,DF,28-019,8.0,7,530.0,5.9,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.4,0.4,0.0,0.4,3.0,9.0,0.0,0.17,0.0,0.17,0.17,0.17,0.07,0.0,0.07,0.07,0.07,Matches,Leganes,
14,Juan Soriano,es ESP,GK,27-105,6.0,6,540.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Leganes,
15,Óscar Rodríguez Arnaiz,es ESP,"MF,FW",26-161,10.0,5,436.0,4.8,1.0,2.0,3.0,1.0,0.0,0.0,3.0,0.0,0.8,0.8,0.6,1.5,7.0,19.0,19.0,0.21,0.41,0.62,0.21,0.62,0.18,0.12,0.3,0.18,0.3,Matches,Leganes,
16,Sébastien Haller,ci CIV,FW,30-167,8.0,5,404.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.2,0.6,3.0,4.0,14.0,0.0,0.0,0.0,0.0,0.0,0.09,0.05,0.13,0.09,0.13,Matches,Leganes,
17,Dani Raba,es ESP,"FW,MF",29-038,8.0,5,383.0,4.3,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.2,1.4,1.6,11.0,12.0,22.0,0.0,0.7,0.7,0.0,0.7,0.23,0.32,0.55,0.04,0.37,Matches,Leganes,
18,Munir El Haddadi,ma MAR,"FW,MF",29-096,9.0,4,360.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.2,0.2,0.2,0.3,4.0,8.0,15.0,0.25,0.0,0.25,0.25,0.25,0.04,0.05,0.09,0.04,0.09,Matches,Leganes,
19,Roberto López,es ESP,MF,24-226,9.0,3,358.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.7,1.2,3.0,20.0,9.0,0.0,0.25,0.25,0.0,0.25,0.12,0.19,0.3,0.12,0.3,Matches,Leganes,
20,Diego,es ESP,"FW,MF",24-232,8.0,3,271.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.8,0.8,0.1,0.8,2.0,5.0,16.0,0.33,0.0,0.33,0.33,0.33,0.25,0.02,0.28,0.25,0.28,Matches,Leganes,
21,Aritz Arambarri,es ESP,DF,26-310,2.0,2,177.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches,Leganes,
22,Julián Chicco,ar ARG,MF,26-328,7.0,1,181.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,5.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.06,0.02,0.06,Matches,Leganes,
23,Álvaro Abajas,es ESP,GK,21-208,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Leganes,
24,Lalo Aguilar,es ESP,DF,22-178,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Leganes,
25,Iker Bachiller,es ESP,DF,22-083,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Leganes,
26,Naim García,es ESP,MF,22-178,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Leganes,
27,Álex Gil,es ESP,MF,21-305,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Leganes,
28,Carlos Guirao,es ESP,MF,21-223,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Leganes,
29,Jackson Porozo,ec ECU,DF,24-124,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Leganes,
30,João Urbáez,do DOM,DF,22-135,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Leganes,
31,Squad Total,,,28.2,15.0,165,1350.0,15.0,14.0,13.0,27.0,13.0,1.0,2.0,34.0,0.0,10.6,9.1,7.4,16.4,168.0,391.0,387.0,0.93,0.87,1.8,0.87,1.73,0.71,0.49,1.2,0.6,1.09,,Leganes,
32,Opponent Total,,,27.6,15.0,165,1350.0,15.0,18.0,12.0,30.0,16.0,2.0,2.0,27.0,1.0,21.9,20.3,16.1,36.4,321.0,667.0,660.0,1.2,0.8,2.0,1.07,1.87,1.46,1.07,2.53,1.35,2.43,,Leganes,
0,Antonio Sivera,es ESP,GK,28-117,15.0,15,1350.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.1,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,Alaves,
1,Carlos Vicente,es ESP,"FW,MF",25-227,14.0,14,1233.0,13.7,3.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,1.7,1.7,1.8,3.5,37.0,22.0,78.0,0.22,0.0,0.22,0.22,0.22,0.13,0.13,0.26,0.13,0.26,Matches,Alaves,
2,Abdel Abqar,ma MAR,DF,25-271,14.0,14,1128.0,12.5,0.0,1.0,1.0,0.0,0.0,0.0,7.0,0.0,0.4,0.4,0.2,0.6,11.0,49.0,3.0,0.0,0.08,0.08,0.0,0.08,0.03,0.02,0.05,0.03,0.05,Matches,Alaves,
3,Nahuel Tenaglia,ar ARG,DF,28-289,13.0,13,1111.0,12.3,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.5,0.5,0.7,1.3,13.0,25.0,44.0,0.08,0.08,0.16,0.08,0.16,0.04,0.06,0.1,0.04,0.1,Matches,Alaves,
4,Manu Sánchez,es ESP,DF,24-104,13.0,11,1031.0,11.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.2,0.2,0.2,0.4,22.0,37.0,23.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.03,0.02,0.03,Matches,Alaves,
5,Antonio Blanco,es ESP,MF,24-136,14.0,11,925.0,10.3,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.5,0.5,0.5,1.1,2.0,48.0,5.0,0.0,0.1,0.1,0.0,0.1,0.05,0.05,0.1,0.05,0.1,Matches,Alaves,
6,Ander Guevara,es ESP,MF,27-152,14.0,10,940.0,10.4,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.5,0.9,10.0,54.0,9.0,0.0,0.1,0.1,0.0,0.1,0.03,0.05,0.08,0.03,0.08,Matches,Alaves,
7,Jon Guridi,es ESP,MF,29-282,13.0,10,836.0,9.3,2.0,0.0,2.0,1.0,1.0,1.0,3.0,0.0,1.5,0.7,0.5,1.2,12.0,37.0,38.0,0.22,0.0,0.22,0.11,0.11,0.16,0.06,0.22,0.08,0.13,Matches,Alaves,
8,Kiké,es ESP,FW,35-011,14.0,8,762.0,8.5,3.0,0.0,3.0,3.0,0.0,0.0,4.0,1.0,1.6,1.6,0.4,2.0,3.0,19.0,35.0,0.35,0.0,0.35,0.35,0.35,0.19,0.05,0.24,0.19,0.24,Matches,Alaves,
9,Moussa Diarra,ml MLI,DF,24-026,10.0,7,669.0,7.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,36.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Alaves,
10,Stoichkov,es ESP,"MF,FW",31-031,13.0,6,592.0,6.6,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.2,2.2,8.0,23.0,35.0,0.0,0.15,0.15,0.0,0.15,0.15,0.18,0.33,0.15,0.33,Matches,Alaves,
11,Tomás Conechny,ar ARG,"FW,MF",26-251,9.0,6,471.0,5.2,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,1.3,1.3,0.2,1.5,8.0,5.0,39.0,0.19,0.0,0.19,0.19,0.19,0.25,0.05,0.3,0.25,0.3,Matches,Alaves,
12,Toni Martínez,es ESP,FW,27-159,12.0,5,492.0,5.5,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.5,1.5,0.5,2.0,4.0,4.0,26.0,0.55,0.0,0.55,0.55,0.55,0.28,0.08,0.36,0.28,0.36,Matches,Alaves,
13,Santiago Mouriño,uy URU,DF,22-297,8.0,5,451.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.2,0.4,7.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.07,0.04,0.07,Matches,Alaves,
14,Carlos Martín,es ESP,"FW,MF",22-228,9.0,5,443.0,4.9,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.3,1.3,0.3,1.6,6.0,6.0,30.0,0.2,0.0,0.2,0.2,0.2,0.26,0.06,0.32,0.26,0.32,Matches,Alaves,
15,Aleksandar Sedlar,rs SRB,DF,32-359,6.0,5,415.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches,Alaves,
16,Pica,es ESP,DF,22-340,6.0,4,404.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.2,3.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.05,0.05,0.05,Matches,Alaves,
17,Abderrahman Rebbach,dz ALG,"FW,MF",26-117,7.0,4,361.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.3,0.5,15.0,4.0,33.0,0.0,0.0,0.0,0.0,0.0,0.04,0.07,0.11,0.04,0.11,Matches,Alaves,
18,Carlos Benavídez,uy URU,MF,26-251,6.0,4,230.0,2.6,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.1,0.1,0.6,0.7,2.0,10.0,2.0,0.39,0.39,0.78,0.39,0.78,0.04,0.24,0.27,0.04,0.27,Matches,Alaves,
19,Joan Jordán,es ESP,MF,30-153,8.0,2,343.0,3.8,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.2,0.8,4.0,38.0,8.0,0.0,0.52,0.52,0.0,0.52,0.14,0.06,0.2,0.14,0.2,Matches,Alaves,
20,Hugo Novoa,es ESP,"DF,FW",21-340,4.0,2,222.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.2,0.7,6.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.2,0.07,0.26,0.2,0.26,Matches,Alaves,
21,Asier Villalibre,es ESP,FW,27-067,7.0,2,213.0,2.4,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.4,0.6,0.0,0.6,2.0,4.0,11.0,0.42,0.0,0.42,0.0,0.0,0.57,0.0,0.57,0.24,0.24,Matches,Alaves,
22,Luka Romero,ar ARG,"FW,MF",20-018,6.0,2,199.0,2.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8,0.0,0.2,0.2,3.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.37,0.08,0.45,0.01,0.09,Matches,Alaves,
23,Luis Rioja,es ESP,FW,31-051,1.0,0,23.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.57,0.0,0.57,Matches,Alaves,
24,Alejandro Jay Agustín,es ESP,MF,22-152,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Alaves,
25,Julen Lartitegi,es ESP,FW,21-068,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Alaves,
26,Egoitz Muñoz,es ESP,DF,19-340,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Alaves,
27,Eneko Ortiz,es ESP,MF,21-194,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Alaves,
28,Jesús Owono,gq EQG,GK,23-280,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Alaves,
29,Joaquín Panichelli,ar ARG,FW,22-060,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Alaves,
30,Adrian Rodriguez,es ESP,GK,23-360,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Alaves,
31,Squad Total,,,27.0,15.0,165,1350.0,15.0,16.0,8.0,24.0,14.0,2.0,3.0,42.0,2.0,15.6,13.2,9.0,22.2,190.0,459.0,454.0,1.07,0.53,1.6,0.93,1.47,1.04,0.6,1.63,0.88,1.48,,Alaves,
32,Opponent Total,,,27.5,15.0,165,1350.0,15.0,24.0,17.0,41.0,18.0,6.0,6.0,39.0,2.0,21.0,16.4,15.0,31.4,221.0,485.0,477.0,1.6,1.13,2.73,1.2,2.33,1.4,1.0,2.4,1.09,2.09,,Alaves,
0,David Soria,es ESP,GK,31-246,,15,1350.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Getafe,15.0
1,Luis Milla,es ESP,MF,30-060,,15,1334.0,14.8,1.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,1.3,0.6,1.6,2.1,21.0,85.0,17.0,0.07,0.07,0.13,0.0,0.07,0.09,0.11,0.2,0.04,0.14,Matches,Getafe,15.0
2,Omar Alderete,py PAR,DF,27-346,,14,1260.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,0.5,0.8,1.3,17.0,61.0,3.0,0.0,0.0,0.0,0.0,0.0,0.04,0.06,0.1,0.04,0.1,Matches,Getafe,14.0
3,Diego Rico,es ESP,DF,31-287,,14,1257.0,14.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.2,0.2,1.4,1.6,20.0,61.0,53.0,0.0,0.07,0.07,0.0,0.07,0.02,0.1,0.11,0.02,0.11,Matches,Getafe,15.0
4,Chrisantus Uche,ng NGA,"FW,MF",21-201,,13,1102.0,12.2,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,2.0,2.0,0.3,2.3,20.0,19.0,75.0,0.08,0.0,0.08,0.08,0.08,0.16,0.02,0.18,0.16,0.18,Matches,Getafe,15.0
5,Carles Pérez,es ESP,"MF,FW",26-294,,13,1040.0,11.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.4,1.4,1.1,2.5,21.0,15.0,53.0,0.0,0.0,0.0,0.0,0.0,0.12,0.1,0.22,0.12,0.22,Matches,Getafe,15.0
6,Djené,tg TOG,DF,32-341,,13,1037.0,11.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.1,0.1,0.4,0.5,8.0,35.0,4.0,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.05,0.01,0.05,Matches,Getafe,13.0
7,Alex Sola,es ESP,"MF,FW",25-180,,12,934.0,10.4,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.9,0.9,0.7,1.6,20.0,20.0,52.0,0.0,0.1,0.1,0.0,0.1,0.09,0.07,0.16,0.09,0.16,Matches,Getafe,15.0
8,Iglesias,es ESP,DF,26-156,,11,1067.0,11.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,1.0,1.2,13.0,30.0,31.0,0.0,0.0,0.0,0.0,0.0,0.02,0.09,0.1,0.02,0.1,Matches,Getafe,15.0
9,Mauro Arambarri,uy URU,"MF,FW",29-067,,11,963.0,10.7,4.0,0.0,4.0,2.0,2.0,2.0,4.0,0.0,2.6,1.1,0.1,1.2,6.0,26.0,15.0,0.37,0.0,0.37,0.19,0.19,0.25,0.01,0.26,0.1,0.11,Matches,Getafe,15.0
10,Bertuğ Yıldırım,tr TUR,FW,22-147,,9,735.0,8.2,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,2.1,2.1,0.8,2.9,4.0,8.0,31.0,0.12,0.0,0.12,0.12,0.12,0.25,0.1,0.35,0.25,0.35,Matches,Getafe,11.0
11,Juan Berrocal,es ESP,DF,25-216,,6,552.0,6.1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.2,0.2,0.0,0.2,1.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches,Getafe,7.0
12,Allan Nyom,cm CMR,"DF,MF",36-210,,4,332.0,3.7,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.4,0.4,0.3,0.7,3.0,10.0,11.0,0.27,0.27,0.54,0.27,0.54,0.11,0.07,0.18,0.11,0.18,Matches,Getafe,6.0
13,Nabil Aberdin,fr FRA,MF,22-105,,4,263.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1,2.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,Matches,Getafe,7.0
14,Carles Aleñá,es ESP,"MF,FW",26-336,,3,311.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8,0.8,0.0,0.8,2.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.23,0.23,0.23,Matches,Getafe,7.0
15,Jesús Santiago,es ESP,MF,20-195,,3,227.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches,Getafe,10.0
16,Álvaro Rodríguez,uy URU,FW,20-145,,2,310.0,3.4,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.5,0.5,0.2,0.7,0.0,2.0,15.0,0.29,0.0,0.29,0.29,0.29,0.15,0.05,0.2,0.15,0.2,Matches,Getafe,8.0
17,Domingos Duarte,pt POR,DF,29-271,,2,182.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Getafe,3.0
18,Peter Federico,do DOM,"MF,FW",22-134,,1,237.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,1.0,5.0,15.0,0.0,0.0,0.0,0.0,0.0,0.1,0.01,0.11,0.1,0.11,Matches,Getafe,9.0
19,Borja Mayoral,es ESP,FW,27-245,,0,130.0,1.4,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.2,0.4,0.3,0.8,0.0,0.0,7.0,0.69,0.0,0.69,0.0,0.0,0.83,0.24,1.07,0.28,0.52,Matches,Getafe,5.0
20,Alberto Risco,es ESP,"MF,FW",19-098,,0,69.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.3,3.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.22,0.19,0.41,0.22,0.41,Matches,Getafe,5.0
21,Coba da Costa,es ESP,FW,22-133,,0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06,Matches,Getafe,1.0
22,John Joe,ie IRL,"MF,FW",21-043,,0,32.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.39,0.39,0.39,Matches,Getafe,3.0
