Player,Nation,Pos,Age,MP,Starts,Min,Gls,Ast,PK,CrdY,CrdR,xG,xAG,Team
Manuel Fuster,es ESP,"FW,MF",27,nan,3,293.0,1.0,0.0,0.0,0.0,0.0,0.3,0.5,Las-Palmas
Adnan Januzaj,be BEL,"FW,MF",29,nan,3,256.0,0.0,1.0,0.0,2.0,0.0,0.3,0.4,Las-Palmas
Jaime Mata,es ESP,FW,36,nan,2,265.0,0.0,0.0,0.0,3.0,0.0,0.9,0.0,Las-Palmas
Enzo Loiodice,fr FRA,MF,24,nan,2,257.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1,Las-Palmas
Dinko Horkaš,hr CRO,GK,25,nan,2,211.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Las-Palmas
Benito Ramírez,es ESP,"DF,MF",29,nan,1,279.0,0.0,0.0,0.0,1.0,0.0,0.1,0.6,Las-Palmas
Daley Sinkgraven,nl NED,DF,29,nan,1,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Las-Palmas
Marc Cardona,es ESP,FW,29,nan,0,68.0,0.0,0.0,0.0,1.0,0.0,0.2,0.0,Las-Palmas
Fabio González,es ESP,MF,27,nan,0,53.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,Las-Palmas
Pejiño,es ESP,FW,28,nan,0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Las-Palmas
Aboubacar Bassinga,ci CIV,MF,19,nan,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Las-Palmas
Iván Gil,es ESP,MF,24,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,Las-Palmas
Álvaro Killane,es ESP,GK,19,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,Las-Palmas
Valentín Pezzolesi,es ESP,DF,17,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,Las-Palmas
Víctor Puig,es ESP,GK,25,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,Las-Palmas
Squad Total,nan,nan,27,nan,165,1350.0,18.0,14.0,1.0,41.0,0.0,14.1,11.2,Las-Palmas
Opponent Total,nan,nan,27,nan,165,1350.0,24.0,19.0,3.0,35.0,6.0,27.3,17.9,Las-Palmas
Sergi,es ESP,DF,32,15,14,1302.0,1.0,0.0,0.0,2.0,0.0,0.8,0.0,Leganes
Juan Cruz,es ESP,"FW,MF",24,15,11,922.0,4.0,1.0,0.0,1.0,0.0,1.3,1.5,Leganes
Seydouba Cissé,gn GUI,MF,23,13,11,908.0,0.0,0.0,0.0,2.0,0.0,0.3,0.2,Leganes
Valentin Rosier,fr FRA,DF,28,13,10,964.0,0.0,1.0,0.0,4.0,0.0,0.2,0.3,Leganes
Javi Hernández,es ESP,DF,26,12,10,895.0,0.0,1.0,0.0,1.0,0.0,0.2,0.9,Leganes
Yvan Neyou,cm CMR,MF,27,11,10,846.0,1.0,1.0,0.0,6.0,0.0,0.1,0.2,Leganes
Miguel,es ESP,FW,25,14,9,896.0,1.0,1.0,1.0,3.0,0.0,2.0,0.6,Leganes
Matija Nastasić,rs SRB,DF,31,10,9,855.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,Leganes
Marko Dmitrović,rs SRB,GK,32,9,9,810.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leganes
Renato Tapia,pe PER,"MF,DF",29,14,9,808.0,1.0,0.0,0.0,4.0,0.0,0.3,0.1,Leganes
Darko Brašanac,rs SRB,MF,32,13,8,790.0,1.0,2.0,0.0,0.0,0.0,1.0,0.2,Leganes
Enric Franquesa,es ESP,"DF,FW",27,12,7,616.0,1.0,0.0,0.0,1.0,0.0,0.3,0.1,Leganes
Adrià Altimira,es ESP,"DF,FW",23,9,7,598.0,0.0,0.0,0.0,1.0,0.0,0.1,0.0,Leganes
Jorge Sáenz,es ESP,DF,28,8,7,530.0,1.0,0.0,0.0,2.0,0.0,0.4,0.0,Leganes
Juan Soriano,es ESP,GK,27,6,6,540.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Leganes
Óscar Rodríguez Arnaiz,es ESP,"MF,FW",26,10,5,436.0,1.0,2.0,0.0,3.0,0.0,0.8,0.6,Leganes
Sébastien Haller,ci CIV,FW,30,8,5,404.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2,Leganes
Dani Raba,es ESP,"FW,MF",29,8,5,383.0,0.0,3.0,0.0,0.0,0.0,1.0,1.4,Leganes
Munir El Haddadi,ma MAR,"FW,MF",29,9,4,360.0,1.0,0.0,0.0,1.0,0.0,0.2,0.2,Leganes
Roberto López,es ESP,MF,24,9,3,358.0,0.0,1.0,0.0,0.0,0.0,0.5,0.7,Leganes
Diego,es ESP,"FW,MF",24,8,3,271.0,1.0,0.0,0.0,0.0,0.0,0.8,0.1,Leganes
Aritz Arambarri,es ESP,DF,26,2,2,177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leganes
Julián Chicco,ar ARG,MF,26,7,1,181.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,Leganes
Álvaro Abajas,es ESP,GK,21,0,0,nan,nan,nan,nan,nan,nan,nan,nan,Leganes
Lalo Aguilar,es ESP,DF,22,0,0,nan,nan,nan,nan,nan,nan,nan,nan,Leganes
Iker Bachiller,es ESP,DF,22,0,0,nan,nan,nan,nan,nan,nan,nan,nan,Leganes
Naim García,es ESP,MF,22,0,0,nan,nan,nan,nan,nan,nan,nan,nan,Leganes
Álex Gil,es ESP,MF,21,0,0,nan,nan,nan,nan,nan,nan,nan,nan,Leganes
Carlos Guirao,es ESP,MF,21,0,0,nan,nan,nan,nan,nan,nan,nan,nan,Leganes
Jackson Porozo,ec ECU,DF,24,0,0,nan,nan,nan,nan,nan,nan,nan,nan,Leganes
João Urbáez,do DOM,DF,22,0,0,nan,nan,nan,nan,nan,nan,nan,nan,Leganes
Squad Total,nan,nan,28,15,165,1350.0,14.0,13.0,1.0,34.0,0.0,10.6,7.4,Leganes
Opponent Total,nan,nan,27,15,165,1350.0,18.0,12.0,2.0,27.0,1.0,21.9,16.1,Leganes
Antonio Sivera,es ESP,GK,28,15,15,1350.0,0.0,0.0,0.0,3.0,0.0,0.0,0.1,Alaves
Carlos Vicente,es ESP,"FW,MF",25,14,14,1233.0,3.0,0.0,0.0,1.0,0.0,1.7,1.8,Alaves
Abdel Abqar,ma MAR,DF,25,14,14,1128.0,0.0,1.0,0.0,7.0,0.0,0.4,0.2,Alaves
Nahuel Tenaglia,ar ARG,DF,28,13,13,1111.0,1.0,1.0,0.0,3.0,0.0,0.5,0.7,Alaves
Manu Sánchez,es ESP,DF,24,13,11,1031.0,0.0,0.0,0.0,5.0,0.0,0.2,0.2,Alaves
Antonio Blanco,es ESP,MF,24,14,11,925.0,0.0,1.0,0.0,2.0,0.0,0.5,0.5,Alaves
Ander Guevara,es ESP,MF,27,14,10,940.0,0.0,1.0,0.0,1.0,0.0,0.4,0.5,Alaves
Jon Guridi,es ESP,MF,29,13,10,836.0,2.0,0.0,1.0,3.0,0.0,1.5,0.5,Alaves
Kiké,es ESP,FW,35,14,8,762.0,3.0,0.0,0.0,4.0,1.0,1.6,0.4,Alaves
Moussa Diarra,ml MLI,DF,24,10,7,669.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,Alaves
Stoichkov,es ESP,"MF,FW",31,13,6,592.0,0.0,1.0,0.0,1.0,0.0,1.0,1.2,Alaves
Tomás Conechny,ar ARG,"FW,MF",26,9,6,471.0,1.0,0.0,0.0,3.0,0.0,1.3,0.2,Alaves
Toni Martínez,es ESP,FW,27,12,5,492.0,3.0,0.0,0.0,0.0,0.0,1.5,0.5,Alaves
Santiago Mouriño,uy URU,DF,22,8,5,451.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,Alaves
Carlos Martín,es ESP,"FW,MF",22,9,5,443.0,1.0,0.0,0.0,1.0,0.0,1.3,0.3,Alaves
Aleksandar Sedlar,rs SRB,DF,32,6,5,415.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,Alaves
Pica,es ESP,DF,22,6,4,404.0,0.0,0.0,0.0,1.0,0.0,0.2,0.0,Alaves
Abderrahman Rebbach,dz ALG,"FW,MF",26,7,4,361.0,0.0,0.0,0.0,1.0,0.0,0.2,0.3,Alaves
Carlos Benavídez,uy URU,MF,26,6,4,230.0,1.0,1.0,0.0,1.0,0.0,0.1,0.6,Alaves
Joan Jordán,es ESP,MF,30,8,2,343.0,0.0,2.0,0.0,1.0,0.0,0.5,0.2,Alaves
Hugo Novoa,es ESP,"DF,FW",21,4,2,222.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,Alaves
Asier Villalibre,es ESP,FW,27,7,2,213.0,1.0,0.0,1.0,0.0,0.0,1.4,0.0,Alaves
Luka Romero,ar ARG,"FW,MF",20,6,2,199.0,0.0,0.0,0.0,0.0,0.0,0.8,0.2,Alaves
Luis Rioja,es ESP,FW,31,1,0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,Alaves
Alejandro Jay Agustín,es ESP,MF,22,0,0,nan,nan,nan,nan,nan,nan,nan,nan,Alaves
Julen Lartitegi,es ESP,FW,21,0,0,nan,nan,nan,nan,nan,nan,nan,nan,Alaves
Egoitz Muñoz,es ESP,DF,19,0,0,nan,nan,nan,nan,nan,nan,nan,nan,Alaves
Eneko Ortiz,es ESP,MF,21,0,0,nan,nan,nan,nan,nan,nan,nan,nan,Alaves
Jesús Owono,gq EQG,GK,23,0,0,nan,nan,nan,nan,nan,nan,nan,nan,Alaves
Joaquín Panichelli,ar ARG,FW,22,0,0,nan,nan,nan,nan,nan,nan,nan,nan,Alaves
Adrian Rodriguez,es ESP,GK,23,0,0,nan,nan,nan,nan,nan,nan,nan,nan,Alaves
Squad Total,nan,nan,27,15,165,1350.0,16.0,8.0,2.0,42.0,2.0,15.6,9.0,Alaves
Opponent Total,nan,nan,27,15,165,1350.0,24.0,17.0,6.0,39.0,2.0,21.0,15.0,Alaves
David Soria,es ESP,GK,31,nan,15,1350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Getafe
Luis Milla,es ESP,MF,30,nan,15,1334.0,1.0,1.0,1.0,1.0,0.0,1.3,1.6,Getafe
Omar Alderete,py PAR,DF,27,nan,14,1260.0,0.0,0.0,0.0,3.0,0.0,0.5,0.8,Getafe
Diego Rico,es ESP,DF,31,nan,14,1257.0,0.0,1.0,0.0,4.0,0.0,0.2,1.4,Getafe
Chrisantus Uche,ng NGA,"FW,MF",21,nan,13,1102.0,1.0,0.0,0.0,3.0,0.0,2.0,0.3,Getafe
Carles Pérez,es ESP,"MF,FW",26,nan,13,1040.0,0.0,0.0,0.0,1.0,0.0,1.4,1.1,Getafe
Djené,tg TOG,DF,32,nan,13,1037.0,0.0,0.0,0.0,5.0,0.0,0.1,0.4,Getafe
Alex Sola,es ESP,"MF,FW",25,nan,12,934.0,0.0,1.0,0.0,4.0,0.0,0.9,0.7,Getafe
Iglesias,es ESP,DF,26,nan,11,1067.0,0.0,0.0,0.0,1.0,0.0,0.2,1.0,Getafe
Mauro Arambarri,uy URU,"MF,FW",29,nan,11,963.0,4.0,0.0,2.0,4.0,0.0,2.6,0.1,Getafe
Bertuğ Yıldırım,tr TUR,FW,22,nan,9,735.0,1.0,0.0,0.0,5.0,0.0,2.1,0.8,Getafe
Juan Berrocal,es ESP,DF,25,nan,6,552.0,0.0,0.0,0.0,3.0,1.0,0.2,0.0,Getafe
Allan Nyom,cm CMR,"DF,MF",36,nan,4,332.0,1.0,1.0,0.0,3.0,0.0,0.4,0.3,Getafe
Nabil Aberdin,fr FRA,MF,22,nan,4,263.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Getafe
Carles Aleñá,es ESP,"MF,FW",26,nan,3,311.0,0.0,0.0,0.0,1.0,0.0,0.8,0.0,Getafe
Jesús Santiago,es ESP,MF,20,nan,3,227.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,Getafe
Álvaro Rodríguez,uy URU,FW,20,nan,2,310.0,1.0,0.0,0.0,2.0,0.0,0.5,0.2,Getafe
Domingos Duarte,pt POR,DF,29,nan,2,182.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Getafe
Peter Federico,do DOM,"MF,FW",22,nan,1,237.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,Getafe
Borja Mayoral,es ESP,FW,27,nan,0,130.0,1.0,0.0,1.0,0.0,0.0,1.2,0.3,Getafe
Alberto Risco,es ESP,"MF,FW",19,nan,0,69.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,Getafe
Coba da Costa,es ESP,FW,22,nan,0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Getafe
John Joe,ie IRL,"MF,FW",21,nan,0,32.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,Getafe
Abdoulaye Keita,es ESP,MF,22,nan,0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Getafe
Gorka Rivera Alonso,es ESP,"DF,MF",20,nan,0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Getafe
David Argüelles,es ESP,MF,22,nan,0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Getafe
Guillem Cortiñas,es ESP,DF,21,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,Getafe
Diego Ferrer,nan,GK,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,Getafe
Jiří Letáček,nan,GK,25,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,Getafe
Djordjije Medenica,es ESP,GK,18,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,Getafe
Squad Total,nan,nan,27,nan,165,1350.0,10.0,4.0,4.0,43.0,1.0,14.9,9.1,Getafe
Opponent Total,nan,nan,27,nan,165,1350.0,13.0,9.0,2.0,45.0,1.0,15.9,11.5,Getafe
Joan García,es ESP,GK,23,14,14,1260.0,0.0,0.0,0.0,2.0,0.0,0.1,0.0,Espanyol
Omar El Hilali,ma MAR,DF,21,14,14,1220.0,0.0,0.0,0.0,4.0,0.0,0.0,0.1,Espanyol
Alex Král,cz CZE,MF,26,14,13,1204.0,0.0,0.0,0.0,0.0,0.0,0.4,0.5,Espanyol
Marash Kumbulla,al ALB,DF,24,13,12,1012.0,1.0,0.0,0.0,4.0,0.0,0.7,0.0,Espanyol
Javi Puado,es ESP,"FW,MF",26,12,12,1004.0,5.0,1.0,1.0,3.0,0.0,3.0,0.9,Espanyol
Jofre,es ESP,"MF,FW",23,14,12,941.0,2.0,3.0,0.0,4.0,0.0,1.5,1.4,Espanyol
Carlos Romero,es ESP,"DF,MF",23,14,11,930.0,1.0,1.0,0.0,4.0,0.0,1.0,0.8,Espanyol
Leandro Cabrera,uy URU,DF,33,10,9,810.0,1.0,1.0,0.0,1.0,0.0,0.3,0.3,Espanyol
Alejo Véliz,ar ARG,FW,21,12,9,711.0,1.0,0.0,0.0,2.0,0.0,1.7,0.5,Espanyol
Álvaro Tejero,es ESP,"MF,DF",28,13,8,692.0,1.0,2.0,0.0,0.0,0.0,0.4,2.1,Espanyol
Pol Lozano,es ESP,MF,25,10,8,635.0,0.0,0.0,0.0,4.0,0.0,0.0,0.3,Espanyol
José Gragera,es ESP,MF,24,10,7,569.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Espanyol
Sergi Gómez,es ESP,DF,32,10,5,562.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,Espanyol
Brian Oliván,es ESP,"DF,MF",30,10,5,468.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4,Espanyol
Irvin Cardona,fr FRA,"FW,MF",27,12,3,413.0,1.0,1.0,0.0,1.0,0.0,1.1,0.5,Espanyol
Walid Cheddira,ma MAR,FW,26,11,3,383.0,1.0,1.0,0.0,2.0,0.0,0.6,0.7,Espanyol
Álvaro Aguado,es ESP,MF,28,9,3,316.0,0.0,0.0,0.0,1.0,0.0,0.4,0.0,Espanyol
Fernando Calero,es ESP,DF,29,3,2,187.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Espanyol
Rafael Bauza,es ESP,MF,19,3,2,154.0,0.0,0.0,0.0,1.0,0.0,0.1,0.0,Espanyol
Pere Milla,es ESP,"MF,FW",32,7,1,210.0,0.0,0.0,0.0,2.0,0.0,0.2,0.1,Espanyol
Justin Smith,ca CAN,MF,21,2,1,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Espanyol
Antoniu,es ESP,"MF,DF",22,4,0,59.0,0.0,0.0,0.0,2.0,0.0,0.2,0.1,Espanyol
Naci Ünüvar,nl NED,"MF,DF",21,2,0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Espanyol
Alex Almansa,es ESP,FW,21,0,0,nan,nan,nan,nan,nan,nan,nan,nan,Espanyol
Català,es ESP,DF,20,0,0,nan,nan,nan,nan,nan,nan,nan,nan,Espanyol
Edu Expósito,es ESP,MF,28,0,0,nan,nan,nan,nan,nan,nan,nan,nan,Espanyol
Fortuño,es ESP,GK,23,0,0,nan,nan,nan,nan,nan,nan,nan,nan,Espanyol
Fernando Pacheco,es ESP,GK,32,0,0,nan,nan,nan,nan,nan,nan,nan,nan,Espanyol
Omar Sadik,ma MAR,FW,20,0,0,nan,nan,nan,nan,nan,nan,nan,nan,Espanyol
Salvi,es ESP,"FW,MF",33,0,0,nan,nan,nan,nan,nan,nan,nan,nan,Espanyol
Llorenç Serred,es ESP,GK,19,0,0,nan,nan,nan,nan,nan,nan,nan,nan,Espanyol
Pol Tristán,es ESP,GK,22,0,0,nan,nan,nan,nan,nan,nan,nan,nan,Espanyol
Squad Total,nan,nan,25,14,154,1260.0,14.0,11.0,1.0,37.0,0.0,11.7,8.5,Espanyol
Opponent Total,nan,nan,27,14,154,1260.0,27.0,22.0,2.0,27.0,0.0,25.7,19.3,Espanyol
Giorgi Mamardashvili,ge GEO,GK,24,13,13,1170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Valencia
Cristhian Mosquera,es ESP,DF,20,13,13,1170.0,0.0,0.0,0.0,3.0,0.0,0.2,0.0,Valencia
César Tárrega,es ESP,DF,22,11,11,990.0,2.0,0.0,0.0,3.0,0.0,1.2,0.0,Valencia
Luis Rioja,es ESP,MF,31,12,11,949.0,2.0,0.0,1.0,3.0,0.0,1.3,0.5,Valencia
Diego López,es ESP,"MF,FW",22,13,11,936.0,2.0,1.0,0.0,1.0,0.0,0.9,1.4,Valencia
José Luis García Vayá,es ESP,MF,26,11,10,871.0,1.0,2.0,1.0,5.0,1.0,1.0,1.3,Valencia
Hugo Duro,es ESP,FW,25,11,10,866.0,4.0,1.0,0.0,2.0,0.0,2.2,0.6,Valencia
Thierry Correia,pt POR,DF,25,11,9,768.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,Valencia
Javier Guerra,es ESP,"MF,FW",21,12,8,679.0,0.0,1.0,0.0,1.0,0.0,0.5,0.6,Valencia
Jesus Vazquez,es ESP,DF,21,8,7,559.0,0.0,0.0,0.0,2.0,0.0,0.1,0.2,Valencia
Dimitri Foulquier,fr FRA,DF,31,13,6,664.0,0.0,0.0,0.0,2.0,0.0,0.2,0.1,Valencia
Enzo Barrenechea,ar ARG,MF,23,9,6,499.0,1.0,0.0,0.0,3.0,0.0,0.7,0.1,Valencia
Domingos André Ribeiro Almeida,pt POR,"FW,MF",24,11,5,470.0,0.0,0.0,0.0,1.0,0.0,0.2,0.3,Valencia
Yarek Gasiorowski,es ESP,DF,19,6,5,459.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,Valencia
Dani Gómez,es ESP,FW,26,11,4,426.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,Valencia
Hugo Guillamón,es ESP,MF,24,8,4,330.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,Valencia
José Luis Gayà,es ESP,DF,29,4,3,279.0,0.0,1.0,0.0,1.0,0.0,0.0,0.6,Valencia
Rafa Mir,es ESP,"MF,FW",27,4,3,239.0,0.0,1.0,0.0,1.0,0.0,0.2,0.4,Valencia
Sergi Canós,es ESP,MF,27,7,2,184.0,0.0,0.0,0.0,1.0,0.0,0.4,0.1,Valencia
Maximiliano Caufriez,be BEL,DF,27,1,1,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Valencia
Rodrigo Abajas,es ESP,DF,21,1,1,65.0,0.0,0.0,0.0,1.0,0.0,0.1,0.0,Valencia
Germán Valera,es ESP,"MF,FW",22,6,0,78.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,Valencia
Martín Tejón,es ESP,"MF,DF",20,4,0,49.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,Valencia
Francisco Perez,es ESP,MF,22,3,0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Valencia
David Otorbi,es ESP,MF,17,1,0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Valencia
Alberto Marí,es ESP,FW,23,1,0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Valencia
Iker Córdoba,es ESP,DF,19,0,0,nan,nan,nan,nan,nan,nan,nan,nan,Valencia
Stole Dimitrievski,mk MKD,GK,30,0,0,nan,nan,nan,nan,nan,nan,nan,nan,Valencia
Jaume Doménech,es ESP,GK,34,0,0,nan,nan,nan,nan,nan,nan,nan,nan,Valencia
Raúl Jiménez,es ESP,GK,18,0,0,nan,nan,nan,nan,nan,nan,nan,nan,Valencia
Warren Madrigal,cr CRC,MF,20,0,0,nan,nan,nan,nan,nan,nan,nan,nan,Valencia
Cenk Özkacar,tr TUR,DF,24,0,0,nan,nan,nan,nan,nan,nan,nan,nan,Valencia
Squad Total,nan,nan,24,13,143,1170.0,13.0,7.0,2.0,33.0,1.0,10.8,6.8,Valencia
Opponent Total,nan,nan,27,13,143,1170.0,20.0,15.0,2.0,35.0,1.0,19.9,14.3,Valencia
Karl Jakob Hein,ee EST,GK,22,15,15,1350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Valladolid
Luis Pérez,es ESP,DF,29,15,15,1310.0,0.0,0.0,0.0,2.0,0.0,0.1,1.1,Valladolid
Lucas Oliveira Rosa,br BRA,DF,24,14,14,1260.0,0.0,0.0,0.0,5.0,0.0,0.3,0.9,Valladolid
Raúl Moro,es ESP,"FW,MF",22,15,11,1074.0,3.0,1.0,0.0,1.0,0.0,1.6,3.2,Valladolid
Eray Cömert,ch SUI,"DF,MF",26,13,11,889.0,0.0,0.0,0.0,4.0,0.0,0.5,0.0,Valladolid
Kike Pérez,es ESP,MF,27,14,10,834.0,1.0,0.0,0.0,4.0,0.0,0.9,0.7,Valladolid
Selim Amallah,ma MAR,"MF,FW",28,11,10,675.0,2.0,1.0,1.0,1.0,0.0,2.6,0.2,Valladolid
Javi Sánchez,es ESP,DF,27,9,9,702.0,0.0,0.0,0.0,2.0,0.0,0.1,0.2,Valladolid
Mamadou Sylla,sn SEN,FW,30,12,8,664.0,2.0,1.0,2.0,1.0,0.0,3.0,0.7,Valladolid
Stanko Jurić,hr CRO,MF,28,13,7,786.0,0.0,0.0,0.0,4.0,0.0,0.7,0.3,Valladolid
David Torres,es ESP,DF,21,9,7,697.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,Valladolid
Mario Martín,es ESP,MF,20,12,7,642.0,0.0,1.0,0.0,3.0,1.0,0.3,0.3,Valladolid
Abdulai Juma Bah,sl SLE,DF,18,7,6,544.0,0.0,0.0,0.0,1.0,0.0,0.3,0.0,Valladolid
Anuar,ma MAR,"FW,MF",29,7,5,425.0,1.0,0.0,0.0,3.0,0.0,0.6,0.2,Valladolid
Amath,sn SEN,"FW,DF",28,6,5,293.0,0.0,1.0,0.0,0.0,0.0,0.4,0.2,Valladolid
Darwin Machís,ve VEN,"FW,MF",31,5,5,268.0,0.0,0.0,0.0,0.0,0.0,0.6,0.1,Valladolid
Juanmi Latasa,es ESP,FW,23,11,4,494.0,0.0,0.0,0.0,4.0,0.0,1.0,0.2,Valladolid
Iván Sánchez,es ESP,"MF,FW",32,14,3,542.0,1.0,1.0,0.0,3.0,0.0,0.3,1.3,Valladolid
Marcos André,br BRA,FW,28,8,3,297.0,0.0,0.0,0.0,2.0,0.0,0.3,0.0,Valladolid
Enzo Boyomo,cm CMR,DF,23,3,3,270.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,Valladolid
Cenk Özkacar,tr TUR,DF,24,4,3,196.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,Valladolid
Víctor Meseguer,es ESP,MF,25,12,2,381.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,Valladolid
Raúl Chasco,es ESP,DF,21,2,1,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Valladolid
Chuky san jose,es ESP,"MF,FW",20,4,1,89.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Valladolid
Mario Maroto,es ESP,MF,21,1,0,19.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1,Valladolid
Kenedy,br BRA,"MF,FW",28,2,0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Valladolid
Álvaro Aceves,es ESP,GK,21,0,0,nan,nan,nan,nan,nan,nan,nan,nan,Valladolid
Stipe Biuk,hr CRO,MF,21,0,0,nan,nan,nan,nan,nan,nan,nan,nan,Valladolid
André Ferreira,pt POR,GK,28,0,0,nan,nan,nan,nan,nan,nan,nan,nan,Valladolid
Jorge Gonzalez,es ESP,DF,19,0,0,nan,nan,nan,nan,nan,nan,nan,nan,Valladolid
César de la Hoz,es ESP,MF,32,0,0,nan,nan,nan,nan,nan,nan,nan,nan,Valladolid
Arnau Rafús,es ESP,GK,21,0,0,nan,nan,nan,nan,nan,nan,nan,nan,Valladolid
Squad Total,nan,nan,25,15,165,1350.0,10.0,7.0,3.0,45.0,1.0,14.0,9.8,Valladolid
Opponent Total,nan,nan,27,15,165,1350.0,31.0,21.0,1.0,43.0,2.0,27.2,20.3,Valladolid
